sample_id,plot_id,site,treatment,collection_date,ph,moisture_pct,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,temp_c,rainfall_mm,insect_count,is_irrigated,qc_status,sensor_status,microbial_index,yield_g,notes
S0795,P36,west,drought,2024-01-19,6.23,10.45,32.7,6.79,96.03,29.85,0.0,17,true,pass,ok,1.271,218.3,baseline
S0796,P37,west,control,2024-12-07,6.7,24.17,11.99,12.08,81.36,24.29,8.17,16,true,pass,ok,1.284,244.01,
S0797,P38,north,organic,2024-11-12,5.68,13.86,22.68,21.54,90.1,13.94,3.79,2,true,pass,ok,1.643,266.57,
S0798,P39,north,control,2024-08-09,6.55,18.15,27.55,13.09,87.57,18.7,4.07,12,false,pass,ok,1.111,277.5,baseline
S0799,P40,west,npk,2024-09-16,5.61,19.34,49.74,25.09,127.68,29.35,5.11,0,true,pass,ok,1.349,338.91,
S0800,P01,central,organic,2024-11-03,6.09,22.0,28.66,15.98,111.55,11.78,20.61,12,false,pass,ok,1.77,302.66,
S0801,P02,north,lime,2024-08-08,6.0,18.65,12.36,16.59,82.24,8.12,0.0,2,true,pass,ok,1.379,236.52,sensor drift
S0802,P03,west,organic,2024-09-02,6.04,22.38,41.81,9.66,86.53,11.47,12.4,22,true,warn,ok,1.673,272.26,edge plot
S0803,P04,west,drought,2024-08-19,5.58,10.66,17.13,17.73,68.61,24.92,0.0,22,true,pass,ok,1.423,147.54,recheck moisture
S0804,P05,central,npk,2024-04-21,5.71,16.01,47.88,21.56,113.22,15.41,3.07,30,true,pass,ok,1.156,311.94,recheck moisture
S0805,P06,west,control,2024-06-29,6.75,21.63,27.89,6.73,82.17,11.64,18.15,6,true,pass,ok,1.392,279.3,
S0806,P07,central,drought,2024-11-09,5.55,13.52,29.73,8.85,47.75,26.74,0.0,27,true,pass,ok,1.256,221.44,recheck moisture
S0807,P08,east,drought,2024-05-23,6.07,7.43,21.65,10.71,88.82,13.72,0.0,0,true,pass,ok,1.323,164.8,edge plot
S0808,P09,north,organic,2024-09-18,6.66,22.1,36.02,13.86,114.89,17.1,19.79,0,false,pass,ok,1.65,334.12,
S0809,P10,south,organic,2024-01-31,6.17,24.06,33.62,12.55,114.69,19.49,11.16,0,true,pass,ok,1.641,336.61,recheck moisture
S0810,P11,central,lime,2024-03-02,6.25,26.69,31.18,5.31,76.86,11.96,1.37,20,false,pass,ok,1.183,275.87,
S0811,P12,west,control,2024-07-07,6.16,20.15,22.57,6.42,63.71,20.25,8.15,8,true,pass,ok,1.057,250.97,recheck moisture
S0812,P13,east,control,2024-03-04,5.66,15.63,33.08,14.75,106.42,15.0,14.32,13,true,pass,ok,1.224,228.65,sensor drift
S0813,P14,central,lime,2024-01-21,6.96,24.72,29.37,10.98,84.82,7.63,12.23,19,false,pass,ok,1.424,262.78,edge plot
S0814,P15,east,control,2024-09-09,6.08,22.32,28.16,11.52,53.14,19.15,11.46,14,true,pass,ok,1.212,265.68,
S0815,P16,central,control,2024-01-27,6.37,16.33,16.36,16.51,87.95,28.8,11.13,10,true,pass,ok,0.963,245.39,sensor drift
S0816,P17,west,control,2024-12-08,6.46,16.55,26.53,10.33,84.64,11.51,2.44,12,true,warn,ok,1.32,231.01,recheck moisture
S0817,P18,central,control,2024-11-17,6.49,16.87,35.0,7.64,79.27,10.84,3.78,7,true,pass,ok,1.187,263.61,late sampling
S0818,P19,central,drought,2024-04-14,5.62,18.86,28.74,9.63,43.38,10.8,0.0,6,false,pass,ok,1.298,198.68,baseline
S0819,P20,south,lime,2024-05-09,6.16,18.7,25.19,13.81,48.66,10.95,13.62,9,true,fail,ok,1.348,266.97,late sampling
S0820,P21,central,organic,2024-12-07,6.63,24.06,44.07,21.85,71.61,20.86,17.06,0,false,pass,ok,1.366,315.6,baseline
S0821,P22,east,npk,2024-11-26,5.83,9.85,52.59,25.69,118.61,6.54,9.64,0,true,pass,maintenance,1.541,305.34,recheck moisture
S0822,P23,north,control,2024-08-31,5.81,23.49,33.35,1.98,90.42,22.68,7.81,13,false,pass,ok,1.254,286.67,edge plot
S0823,P24,north,control,2024-09-11,6.12,15.27,26.06,18.51,83.2,21.76,19.87,7,false,pass,ok,1.16,270.66,recheck moisture
S0824,P25,south,drought,2024-01-01,6.6,16.57,27.82,13.19,61.98,22.87,10.48,0,false,pass,ok,0.888,233.49,late sampling
S0825,P26,south,organic,2024-12-03,6.68,23.16,23.13,13.54,118.21,15.77,2.93,8,false,pass,ok,1.255,255.67,
S0826,P27,central,drought,2024-07-03,6.55,13.94,28.16,15.9,111.15,21.49,0.89,15,false,warn,ok,1.82,179.33,recheck moisture
S0827,P28,central,organic,2024-10-03,6.36,23.71,17.4,6.16,72.89,25.01,10.73,4,false,warn,error,1.209,276.09,late sampling
S0828,P29,north,organic,2024-10-08,6.4,25.65,37.93,15.1,79.26,8.81,6.78,0,true,pass,ok,1.244,329.0,
S0829,P30,west,control,2024-04-25,6.37,9.83,29.36,12.04,72.89,6.01,9.92,2,true,pass,ok,1.377,234.67,edge plot
S0830,P31,east,npk,2024-10-04,6.37,20.8,43.44,25.33,111.53,10.97,12.25,1,true,pass,ok,1.546,324.26,baseline
S0831,P32,central,organic,2024-06-24,6.07,25.23,41.18,12.14,84.03,20.76,14.74,14,true,pass,ok,1.348,284.0,edge plot
S0832,P33,central,control,2024-08-04,6.43,14.95,19.9,14.57,76.26,6.66,14.73,14,false,pass,ok,1.548,249.16,
S0833,P34,north,drought,2024-07-13,6.3,11.7,47.97,13.36,83.32,24.65,10.56,7,true,pass,ok,1.483,204.4,late sampling
S0834,P35,west,control,2024-09-14,5.82,17.1,35.2,11.57,58.85,23.38,7.94,16,true,pass,ok,1.243,255.98,late sampling
S0835,P36,east,drought,2024-02-26,6.22,12.76,24.37,6.99,81.53,15.3,7.7,0,true,pass,ok,1.283,232.64,late sampling
S0836,P37,west,npk,2024-08-15,6.57,20.12,43.73,23.09,118.23,29.49,6.96,10,true,pass,ok,1.062,295.31,sensor drift
S0837,P38,central,control,2024-08-02,6.17,16.96,35.04,8.7,83.1,12.31,13.35,9,true,warn,ok,1.29,253.14,recheck moisture
S0838,P39,north,lime,2024-04-05,6.7,4.0,33.94,7.81,90.05,7.6,8.96,7,true,pass,ok,1.28,242.41,
S0839,P40,west,control,2024-07-09,5.67,18.52,21.2,7.32,59.37,6.21,10.38,9,false,warn,ok,1.307,261.94,edge plot
S0840,P01,south,control,2024-03-29,6.07,14.24,17.57,10.75,70.46,9.05,0.0,11,true,pass,error,1.028,224.75,edge plot
S0841,P02,east,npk,2024-05-14,6.09,18.02,42.63,20.28,126.29,10.62,7.15,4,true,pass,ok,1.439,315.83,late sampling
S0842,P03,west,npk,2024-05-03,6.32,16.18,58.4,21.09,111.85,7.59,18.89,20,true,pass,ok,0.981,358.39,sensor drift
S0843,P04,east,lime,2024-11-05,6.29,14.08,43.2,6.06,78.72,26.91,4.51,0,false,pass,ok,0.948,256.74,baseline
S0844,P05,west,organic,2024-09-29,6.22,21.68,28.52,15.64,109.23,12.93,2.82,11,false,warn,ok,1.376,306.49,sensor drift
S0845,P06,central,drought,2024-05-22,5.72,5.14,30.4,10.97,42.39,9.34,8.63,5,false,pass,ok,1.007,220.84,late sampling
S0846,P07,central,npk,2024-03-01,6.47,22.57,36.99,23.94,140.58,25.93,11.54,22,true,pass,ok,1.158,350.54,late sampling
S0847,P08,east,npk,2024-05-10,6.33,17.81,65.85,26.44,62.3,6.08,13.24,29,false,pass,error,1.026,351.98,late sampling
S0848,P09,west,npk,2024-05-16,5.66,6.56,54.93,18.24,98.46,15.29,10.77,15,true,pass,ok,1.316,311.82,late sampling
S0849,P10,central,organic,2024-03-06,6.54,30.12,27.52,18.36,131.41,19.6,13.44,12,false,pass,ok,1.542,332.54,late sampling
S0850,P11,east,lime,2024-06-30,6.91,21.31,33.28,8.85,91.59,25.34,9.84,7,false,warn,ok,1.158,215.11,sensor drift
S0851,P12,west,control,2024-02-18,5.9,15.21,28.3,3.49,55.87,28.02,7.91,12,false,pass,ok,1.359,231.14,recheck moisture
S0852,P13,north,control,2024-07-28,6.45,11.1,29.63,5.87,96.51,15.12,3.38,10,false,pass,ok,0.982,239.08,edge plot
S0853,P14,central,lime,2024-07-17,6.91,14.59,20.2,8.44,56.64,22.77,0.4,21,true,pass,ok,1.202,249.46,recheck moisture
S0854,P15,west,lime,2024-08-28,7.05,15.75,15.51,9.11,74.79,23.11,15.74,13,true,pass,ok,0.953,236.43,edge plot
S0855,P16,east,organic,2024-04-27,5.92,26.97,29.73,17.54,105.61,20.05,0.66,10,true,pass,ok,1.672,309.02,
S0856,P17,south,control,2024-11-11,6.43,19.74,26.01,14.0,71.81,13.04,11.05,6,false,pass,ok,1.02,250.27,baseline
S0857,P18,central,control,2024-10-20,6.39,20.38,5.62,12.32,75.98,19.15,19.9,5,true,pass,ok,1.178,218.01,baseline
S0858,P19,east,npk,2024-09-30,5.75,10.6,48.16,21.61,99.78,28.37,8.02,13,false,pass,ok,1.494,324.27,baseline
S0859,P20,west,npk,2024-03-26,5.66,19.34,48.54,26.9,83.94,19.77,7.18,17,true,pass,ok,0.933,314.51,baseline
S0860,P21,west,npk,2024-01-01,5.94,12.86,43.32,22.14,87.25,23.43,13.15,6,false,pass,ok,0.779,302.74,edge plot
S0861,P22,east,lime,2024-07-27,6.1,19.47,21.76,11.52,81.59,29.87,9.62,8,false,pass,ok,1.486,248.62,baseline
S0862,P23,south,drought,2024-11-22,6.3,5.28,28.31,10.12,70.13,25.05,5.36,14,false,warn,ok,0.882,205.96,sensor drift
S0863,P24,south,drought,2024-03-07,5.9,21.37,31.16,17.22,55.45,13.09,14.34,14,true,pass,ok,1.009,212.34,late sampling
S0864,P25,central,drought,2024-01-21,6.52,14.49,18.28,8.43,89.44,28.13,17.41,33,true,pass,ok,1.374,193.63,late sampling
S0865,P26,east,control,2024-08-17,6.08,19.5,16.52,7.64,69.79,7.22,4.94,11,true,pass,ok,1.623,245.28,
S0866,P27,central,lime,2024-02-04,7.1,22.79,37.26,6.94,104.95,23.55,5.79,8,false,pass,ok,1.172,285.72,baseline
S0867,P28,east,control,2024-03-09,5.83,13.76,21.49,11.05,70.83,19.13,7.57,29,true,pass,ok,1.172,255.42,baseline
S0868,P29,south,drought,2024-03-25,6.51,9.16,25.13,1.7,89.69,20.8,19.6,9,false,pass,ok,1.552,170.48,sensor drift
S0869,P30,east,lime,2024-03-20,6.7,21.07,15.82,7.02,50.27,24.68,8.33,26,true,pass,maintenance,0.99,285.98,edge plot
S0870,P31,north,lime,2024-06-02,6.86,17.6,39.9,2.74,68.23,11.25,14.45,9,true,pass,ok,0.932,290.03,edge plot
S0871,P32,central,organic,2024-06-02,5.7,26.7,40.81,17.33,92.1,13.53,12.93,6,false,pass,ok,2.078,328.29,baseline
S0872,P33,east,npk,2024-09-06,6.65,6.67,46.03,18.54,100.32,26.39,6.13,22,true,pass,ok,1.126,316.68,baseline
S0873,P34,north,control,2024-03-17,6.25,16.02,25.16,17.14,73.88,21.55,8.39,11,true,pass,error,0.945,264.4,
S0874,P35,east,lime,2024-02-14,5.95,21.15,20.54,15.13,85.77,29.72,0.0,2,true,pass,ok,1.319,246.47,late sampling
S0875,P36,east,lime,2024-09-26,5.99,16.13,22.16,2.39,88.25,9.78,9.18,2,true,pass,ok,1.022,250.22,recheck moisture
S0876,P37,west,drought,2024-07-02,6.54,8.73,35.92,11.64,62.8,28.33,11.19,0,false,pass,ok,1.18,201.28,baseline
S0877,P38,central,control,2024-03-16,5.73,15.57,26.44,16.14,93.75,22.51,0.0,5,true,pass,ok,1.496,236.99,late sampling
S0878,P39,east,npk,2024-08-30,6.39,15.05,51.0,21.29,114.71,26.19,9.97,4,false,pass,maintenance,1.305,298.43,edge plot
S0879,P40,south,organic,2024-12-28,6.11,20.04,49.33,10.33,83.66,6.18,11.09,0,true,pass,error,1.81,350.12,recheck moisture
S0880,P01,central,lime,2024-09-10,7.05,24.0,17.97,4.03,95.25,21.16,5.41,0,true,pass,ok,1.333,229.4,recheck moisture
S0881,P02,south,organic,2024-12-14,6.39,23.55,23.55,7.76,87.72,29.85,1.72,4,true,warn,ok,1.117,298.37,late sampling
S0882,P03,east,lime,2024-08-21,5.95,15.72,32.11,5.05,57.16,17.39,17.96,0,false,pass,ok,1.067,275.33,edge plot
S0883,P04,east,organic,2024-11-29,6.62,26.72,22.14,12.48,86.35,6.1,8.55,17,false,pass,ok,1.595,296.21,sensor drift
S0884,P05,central,lime,2024-08-01,5.92,22.96,15.45,10.74,48.47,24.45,4.36,3,false,pass,ok,1.291,208.18,edge plot
S0885,P06,central,organic,2024-03-31,6.25,26.1,44.57,21.06,107.47,28.72,11.14,12,false,pass,ok,1.378,307.93,edge plot
S0886,P07,south,npk,2024-07-04,5.72,21.52,42.14,17.13,104.03,7.65,20.12,10,false,pass,ok,1.28,301.23,sensor drift
S0887,P08,south,control,2024-08-19,6.01,9.45,24.96,5.33,75.36,17.55,0.08,2,true,pass,ok,1.309,210.77,sensor drift
S0888,P09,north,lime,2024-02-14,7.09,20.16,31.24,3.94,76.19,10.66,18.08,11,true,pass,ok,1.205,251.61,late sampling
S0889,P10,west,npk,2024-03-26,5.83,12.96,34.52,21.98,103.3,29.83,9.28,23,false,pass,ok,0.928,323.45,recheck moisture
S0890,P11,north,control,2024-08-19,5.83,17.25,24.36,8.03,65.06,14.13,8.0,11,true,pass,ok,1.45,257.53,baseline
S0891,P12,central,npk,2024-08-30,6.19,25.24,44.69,18.98,131.22,6.78,10.67,5,true,pass,ok,1.253,338.3,sensor drift
S0892,P13,south,organic,2024-07-13,6.8,22.32,48.29,26.8,89.27,14.73,0.0,12,true,pass,ok,1.544,330.08,recheck moisture
S0893,P14,central,lime,2024-11-02,6.92,16.69,27.72,9.68,96.16,27.32,9.7,17,false,pass,ok,1.372,229.75,late sampling
S0894,P15,north,lime,2024-10-22,6.94,8.61,20.03,8.99,73.07,15.69,12.71,9,false,pass,ok,1.192,213.79,baseline
S0895,P16,central,control,2024-02-24,6.67,25.9,28.85,8.42,84.77,9.81,19.83,5,true,pass,ok,1.538,253.26,baseline
S0896,P17,north,drought,2024-04-21,6.27,16.15,34.35,12.65,55.49,11.73,0.4,18,false,pass,ok,1.359,199.59,recheck moisture
S0897,P18,north,drought,2024-04-18,6.14,4.58,34.63,9.43,89.39,29.37,1.3,17,true,pass,ok,1.149,183.42,late sampling
S0898,P19,west,control,2024-02-28,6.09,19.24,30.7,11.77,88.29,21.38,14.52,20,true,pass,error,1.187,228.45,
S0899,P20,west,npk,2024-04-21,5.93,18.26,45.39,22.48,118.45,22.71,3.31,15,true,pass,ok,1.371,343.49,edge plot
S0900,P21,west,lime,2024-12-14,6.23,13.39,11.5,12.42,94.19,10.51,0.67,0,true,pass,ok,1.219,220.63,edge plot
S0901,P22,south,control,2024-01-31,6.5,15.0,24.18,12.53,89.47,12.8,12.54,24,true,pass,ok,0.996,245.17,recheck moisture
S0902,P23,west,npk,2024-12-18,6.64,24.17,27.58,21.44,130.44,16.52,14.99,22,false,pass,error,0.86,308.88,recheck moisture
S0903,P24,north,organic,2024-07-08,6.23,22.68,27.08,12.09,67.94,23.91,15.7,13,false,pass,ok,1.654,265.53,
S0904,P25,central,lime,2024-10-21,6.86,15.19,24.05,5.1,80.41,9.58,18.19,13,false,pass,ok,1.04,242.39,
S0905,P26,east,drought,2024-05-08,6.24,10.59,30.29,3.73,99.98,20.44,5.52,10,true,pass,ok,1.417,206.09,edge plot
S0906,P27,south,lime,2024-06-19,6.49,12.75,29.33,9.31,72.19,27.5,9.41,27,true,pass,error,1.539,256.0,late sampling
S0907,P28,west,npk,2024-04-23,6.49,18.4,48.54,21.64,150.24,15.82,16.6,11,false,warn,ok,1.505,324.64,baseline
S0908,P29,east,lime,2024-10-01,6.8,21.1,22.75,6.81,82.18,10.01,8.45,0,false,pass,error,1.348,213.75,baseline
S0909,P30,north,lime,2024-10-25,6.18,17.95,24.95,6.91,40.32,24.08,4.63,10,false,fail,ok,1.119,237.02,recheck moisture
S0910,P31,south,control,2024-04-01,5.84,18.61,29.13,4.29,86.45,11.42,9.99,14,false,pass,ok,1.354,243.89,
S0911,P32,west,npk,2024-12-18,5.68,22.15,39.73,25.87,110.83,18.79,2.92,0,true,pass,ok,1.268,337.59,recheck moisture
S0912,P33,south,organic,2024-09-23,6.46,28.13,26.44,20.35,80.95,29.09,3.39,8,true,pass,ok,1.407,292.04,edge plot
S0913,P34,west,npk,2024-11-08,6.6,14.31,47.36,14.83,84.55,25.16,10.03,7,true,pass,ok,1.477,339.92,
S0914,P35,south,control,2024-04-27,6.48,9.32,21.7,6.27,73.35,21.59,5.42,0,true,pass,ok,1.256,214.43,baseline
S0915,P36,central,lime,2024-10-05,6.96,18.3,35.13,7.36,98.94,12.23,6.4,15,true,pass,ok,1.325,293.29,recheck moisture
S0916,P37,north,lime,2024-03-16,6.65,24.48,30.55,3.74,71.48,13.72,10.47,17,false,pass,ok,1.281,236.28,
S0917,P38,north,control,2024-02-12,5.99,18.39,10.48,8.57,76.16,10.57,10.61,10,false,pass,ok,1.297,198.69,late sampling
S0918,P39,north,npk,2024-06-29,5.98,14.24,32.43,18.69,109.62,13.01,12.07,20,true,pass,ok,1.13,327.32,baseline
S0919,P40,south,npk,2024-05-27,6.2,18.93,38.25,17.33,114.16,17.22,9.83,12,false,warn,ok,1.13,316.75,
S0920,P01,central,organic,2024-09-28,5.78,22.34,35.85,9.89,111.73,18.28,13.75,11,true,pass,ok,1.142,291.89,late sampling
S0921,P02,north,drought,2024-01-28,5.89,11.37,35.84,6.65,66.86,14.52,18.32,11,false,warn,ok,1.072,209.13,baseline
S0922,P03,east,control,2024-03-03,6.64,17.9,34.81,16.85,54.55,23.72,7.29,24,false,pass,ok,0.692,267.07,recheck moisture
S0923,P04,central,npk,2024-07-12,6.46,20.48,55.68,19.59,117.9,22.15,11.82,18,false,pass,ok,0.973,328.71,sensor drift
S0924,P05,west,organic,2024-03-22,5.62,29.5,23.76,20.37,116.07,26.28,5.45,13,false,pass,ok,1.741,305.9,
S0925,P06,west,npk,2024-06-30,6.74,15.39,49.73,23.8,101.74,24.93,6.96,4,true,pass,ok,1.468,310.55,
S0926,P07,north,drought,2024-07-12,5.77,13.35,9.6,1.0,76.28,18.73,9.11,11,true,pass,ok,1.102,156.88,sensor drift
S0927,P08,east,npk,2024-08-26,6.33,15.81,33.68,20.23,122.57,21.34,12.98,11,true,pass,maintenance,1.274,300.03,late sampling
S0928,P09,east,lime,2024-06-10,6.96,23.23,33.97,12.53,49.45,8.16,6.41,3,true,warn,ok,1.85,284.04,recheck moisture
S0929,P10,central,control,2024-11-19,6.41,15.58,25.2,1.0,25.2,6.94,6.67,13,true,pass,ok,1.221,222.29,sensor drift
S0930,P11,west,control,2024-08-24,6.75,22.92,14.2,9.09,58.43,6.2,11.49,9,true,pass,ok,1.069,257.2,late sampling
S0931,P12,south,lime,2024-09-25,7.01,18.15,32.78,3.86,84.86,12.33,4.5,33,true,pass,ok,1.548,259.05,recheck moisture
S0932,P13,west,organic,2024-11-08,6.55,25.04,35.06,15.42,101.4,8.96,0.0,9,true,pass,ok,1.273,321.52,baseline
S0933,P14,central,npk,2024-07-27,5.83,19.05,40.7,23.16,133.86,9.55,8.3,18,true,pass,ok,1.603,333.04,
S0934,P15,east,npk,2024-09-23,6.24,19.24,44.14,21.44,112.77,25.01,9.09,30,true,warn,ok,1.089,330.45,
S0935,P16,south,drought,2024-01-10,6.53,19.61,19.36,17.82,92.77,14.67,1.43,18,false,pass,ok,1.161,195.99,
S0936,P17,south,control,2024-03-30,6.52,17.9,32.3,14.02,86.13,19.21,5.35,13,false,pass,ok,1.114,249.58,recheck moisture
S0937,P18,central,organic,2024-05-28,6.5,27.24,34.49,16.32,93.91,18.67,4.27,13,true,pass,ok,0.997,300.47,recheck moisture
S0938,P19,west,control,2024-04-18,5.88,12.92,34.11,15.6,88.79,16.84,5.18,1,true,pass,ok,1.081,219.7,sensor drift
S0939,P20,central,npk,2024-01-09,6.46,14.69,46.78,23.43,92.89,20.35,0.0,3,true,pass,ok,1.45,307.7,late sampling
S0940,P21,central,lime,2024-12-12,6.71,22.93,23.96,12.57,70.33,18.85,4.06,17,false,pass,ok,1.241,257.07,late sampling
S0941,P22,east,lime,2024-11-12,6.85,24.93,9.49,11.48,74.53,26.14,9.5,6,false,pass,ok,0.615,220.26,baseline
S0942,P23,west,lime,2024-12-24,5.93,15.56,23.35,7.19,64.65,16.02,14.68,4,true,pass,ok,1.38,240.27,late sampling
S0943,P24,south,organic,2024-12-09,6.4,29.46,26.66,19.9,82.01,21.77,6.95,11,false,pass,ok,1.357,320.6,
S0944,P25,north,npk,2024-12-21,6.28,16.98,45.79,24.36,80.32,15.75,8.62,2,true,pass,ok,0.89,322.33,sensor drift
S0945,P26,west,control,2024-04-20,5.62,13.29,25.95,7.14,55.84,9.5,10.7,21,false,fail,ok,1.198,252.01,sensor drift
S0946,P27,west,lime,2024-03-17,6.19,19.11,18.39,4.4,78.57,6.97,22.92,15,true,pass,ok,1.36,224.76,edge plot
S0947,P28,west,control,2024-01-29,5.74,22.42,23.99,10.49,87.07,10.64,0.0,2,false,pass,maintenance,1.14,258.26,
S0948,P29,east,control,2024-05-30,6.36,24.6,30.81,13.86,86.17,10.25,5.28,8,false,pass,ok,1.451,290.28,recheck moisture
S0949,P30,east,organic,2024-01-09,6.67,18.34,36.94,14.93,98.95,28.63,15.26,3,false,pass,ok,1.532,302.44,baseline
S0950,P31,west,drought,2024-07-15,6.51,16.77,23.83,11.36,77.25,24.67,21.95,14,false,pass,maintenance,1.288,222.32,baseline
S0951,P32,south,organic,2024-07-02,6.46,25.96,39.47,17.86,92.91,19.07,8.77,12,false,warn,ok,1.773,331.57,baseline
S0952,P33,west,control,2024-04-22,6.5,18.41,34.57,8.97,71.61,17.9,3.06,8,true,pass,ok,1.097,248.4,sensor drift
S0953,P34,central,control,2024-03-27,6.64,16.9,28.95,6.21,93.12,29.35,11.99,15,false,pass,ok,1.2,259.28,edge plot
S0954,P35,central,control,2024-03-13,6.69,17.7,15.6,1.15,76.64,7.8,12.31,2,false,warn,ok,1.254,226.3,recheck moisture
S0955,P36,east,lime,2024-08-02,6.11,10.98,21.28,3.53,81.59,20.56,8.64,20,false,warn,ok,1.547,205.1,recheck moisture
S0956,P37,central,organic,2024-07-28,5.63,24.99,46.21,16.83,94.03,24.85,0.0,5,true,pass,error,1.128,332.71,edge plot
S0957,P38,west,npk,2024-07-26,6.22,21.16,30.16,28.77,112.97,15.03,13.45,21,true,pass,ok,1.151,308.53,edge plot
S0958,P39,east,control,2024-06-20,6.25,16.0,26.22,9.51,103.26,23.58,0.0,10,true,fail,ok,0.6,225.89,late sampling
S0959,P40,north,lime,2024-10-29,6.54,16.63,19.67,6.43,64.25,24.8,18.03,0,true,warn,ok,1.384,195.23,
S0960,P01,south,lime,2024-08-09,7.07,12.37,17.9,6.68,79.31,9.12,12.03,7,false,pass,ok,1.077,215.58,edge plot
S0961,P02,central,lime,2024-08-22,7.05,18.01,22.84,9.01,73.48,28.17,8.69,21,true,pass,ok,1.358,242.38,late sampling
S0962,P03,west,organic,2024-07-13,6.54,25.59,32.34,8.52,60.13,17.88,2.21,10,true,pass,ok,1.102,305.29,recheck moisture
S0963,P04,south,organic,2024-09-21,6.29,16.52,33.51,17.24,73.53,22.36,16.62,12,false,pass,ok,1.326,256.53,
S0964,P05,east,drought,2024-07-14,6.27,8.55,32.69,15.81,86.42,10.03,11.02,9,false,warn,ok,1.325,221.14,edge plot
S0965,P06,central,drought,2024-04-10,5.57,13.86,15.25,11.18,92.46,28.84,4.01,0,false,pass,ok,1.303,228.42,late sampling
S0966,P07,central,control,2024-06-23,6.09,17.54,37.12,12.22,74.17,24.28,5.6,0,true,warn,ok,1.351,261.38,late sampling
S0967,P08,south,npk,2024-06-24,6.24,18.86,37.46,24.04,164.77,18.11,2.44,9,true,warn,ok,1.18,339.12,late sampling
S0968,P09,east,control,2024-11-08,5.98,11.23,25.93,11.29,68.57,10.66,5.9,9,false,pass,ok,1.31,232.58,edge plot
S0969,P10,central,drought,2024-03-25,5.46,4.04,23.31,7.24,72.98,6.9,10.18,7,true,pass,ok,1.097,194.12,baseline
S0970,P11,south,npk,2024-07-06,6.34,19.04,53.14,20.64,66.28,8.34,9.97,3,true,pass,ok,1.336,340.67,
S0971,P12,north,organic,2024-02-14,5.64,20.98,40.02,8.73,65.91,8.93,2.31,7,true,pass,ok,1.303,310.77,recheck moisture
S0972,P13,south,lime,2024-09-26,6.57,18.49,16.93,17.22,53.2,19.38,16.86,4,true,warn,ok,0.976,227.63,edge plot
S0973,P14,central,drought,2024-05-23,5.76,13.59,33.1,8.1,93.9,23.78,4.36,3,true,pass,maintenance,1.263,195.74,
S0974,P15,central,organic,2024-04-01,6.2,21.91,43.4,17.22,100.08,22.64,9.36,11,false,pass,ok,1.619,327.99,
S0975,P16,south,lime,2024-11-27,6.95,20.97,27.59,5.33,53.72,29.79,11.98,16,true,pass,ok,0.899,259.04,
S0976,P17,west,lime,2024-04-03,6.72,17.22,31.4,4.5,76.9,15.26,1.05,3,true,warn,ok,1.442,247.64,
S0977,P18,west,organic,2024-11-25,6.1,23.95,28.78,22.56,52.1,22.89,12.32,8,false,pass,ok,1.652,272.4,baseline
S0978,P19,south,npk,2024-02-02,5.75,10.75,34.8,18.56,90.01,20.98,17.16,16,false,pass,ok,1.032,303.87,late sampling
S0979,P20,west,organic,2024-01-13,6.24,24.49,24.91,14.39,69.38,10.25,10.35,18,true,pass,maintenance,1.318,288.58,recheck moisture
S0980,P21,west,npk,2024-10-19,6.73,15.15,54.88,15.1,107.87,22.07,0.0,16,false,pass,ok,1.049,335.62,edge plot
S0981,P22,north,drought,2024-03-30,5.48,9.85,20.09,11.5,51.73,28.22,0.0,0,false,warn,ok,1.353,206.72,late sampling
S0982,P23,central,npk,2024-07-29,6.66,25.03,41.4,23.79,84.92,20.04,5.2,7,false,pass,ok,0.978,315.0,recheck moisture
S0983,P24,central,lime,2024-04-14,6.28,21.29,22.67,14.62,100.08,17.11,7.72,2,true,pass,ok,1.423,252.04,sensor drift
S0984,P25,central,drought,2024-11-08,6.26,18.08,36.31,3.82,58.83,19.97,15.81,12,true,pass,ok,1.032,202.39,late sampling
S0985,P26,west,control,2024-04-19,6.19,21.17,20.65,5.51,68.97,27.96,8.15,16,false,pass,ok,1.267,229.57,
S0986,P27,north,lime,2024-04-06,6.11,20.63,20.8,4.85,71.79,28.55,13.44,5,true,pass,ok,1.301,274.9,
S0987,P28,east,lime,2024-07-01,6.12,15.07,18.91,17.08,92.82,24.01,18.26,11,true,pass,ok,1.518,221.48,late sampling
S0988,P29,central,organic,2024-02-26,6.15,18.78,46.3,23.78,84.62,19.69,10.4,10,false,pass,ok,2.034,294.58,
S0989,P30,east,control,2024-02-17,5.96,11.51,26.61,9.75,68.27,20.69,8.2,12,true,pass,ok,1.108,233.57,baseline
S0990,P31,south,drought,2024-01-25,6.16,10.74,21.06,14.41,110.19,28.18,13.97,9,false,pass,ok,1.25,162.13,baseline
S0991,P32,north,drought,2024-07-25,5.53,12.13,23.79,9.25,76.91,9.26,2.55,22,true,pass,ok,1.57,181.68,recheck moisture
S0992,P33,north,organic,2024-10-19,5.83,21.75,36.74,18.5,95.95,21.62,5.42,6,true,pass,ok,1.549,312.58,baseline
S0993,P34,central,drought,2024-11-16,6.03,18.87,17.53,6.84,72.6,9.23,3.21,7,true,pass,ok,1.662,150.81,sensor drift
S0994,P35,west,control,2024-12-01,5.6,24.47,19.65,6.66,73.05,24.7,0.0,4,false,pass,ok,1.302,260.67,sensor drift
